dataset,scope,scenario,patch,qci_payload_type,repeat_budget,qci_job_count,qci_sample_count,qci_feasibility_after_repair,qci_pre_repair_violation_rate,qci_post_repair_violation_rate,qci_critical_load_served_fraction_mean,qci_critical_load_served_fraction_median,qci_critical_energy_not_served_kwh_mean,qci_max_fraction_customers_unserved_per_hour_max,qci_infra_unserved_hours_proxy_mean,lowest_qci_energy_is_best_risk_count,lowest_qci_energy_is_best_critical_served_count,qci_energy_vs_critical_served_corr,failure_modes,evidence,recommended_small_change,source_full_payload_id,qci_payload_name,patch_ids,variable_count,coefficient_scaling_factor,qci_risk_adjusted_cost_best,best_baseline_risk_method,best_baseline_risk_adjusted_cost_best,risk_ratio_qci_to_best,qci_critical_load_served_fraction_best,best_baseline_critical_load_served_fraction_best,critical_served_gap,qci_critical_energy_not_served_best,best_baseline_critical_energy_not_served_best,critical_ens_gap,qci_max_fraction_customers_unserved_per_hour_best,best_baseline_max_fraction_customers_unserved_per_hour_best,max_unserved_gap,qci_feasibility_after_repair_rate,best_baseline_feasibility_after_repair_rate,likely_failure_modes,closest_rank_within_dataset
pglib_case30_adapted,qci_fit_patch,demand_surge,BUS2_MG-BUS5_MG,,,,,,,,,,,,,,,,,,,demand_surge_BUS2_MG-BUS5_MG-BUS7_MG,demand_surge_BUS2_MG-BUS5_MG__from__demand_surge_BUS2_MG-BUS5_MG-BUS7_MG.json,"[""BUS2_MG"", ""BUS5_MG""]",132.0,1.9637733918719023e-05,257.0656073835631,Piecewise-linear MILP baseline,145.9379206532708,1.7614723180434848,0.8864936691364689,1.0,0.11350633086353112,41.89073800000001,0.0,41.89073800000001,0.1073487836012801,0.0234257155085991,0.08392306809268099,1.0,1.0,decomposition_quality|objective_mismatch|underweighted_critical_load,22.0
pglib_case30_adapted,qci_fit_patch,storm_forced_islanding,BUS2_MG-BUS5_MG,,,,,,,,,,,,,,,,,,,storm_forced_islanding_BUS2_MG-BUS5_MG-BUS7_MG,storm_forced_islanding_BUS2_MG-BUS5_MG__from__storm_forced_islanding_BUS2_MG-BUS5_MG-BUS7_MG.json,"[""BUS2_MG"", ""BUS5_MG""]",132.0,2.013248200057123e-05,103.55651261055304,Stress-only reserve heuristic baseline,122.3228157729514,0.8465837869753481,0.3106697222904671,0.4476763943014885,0.1370066720110214,245.816926,239.33693235324077,6.479993646759226,0.4101033912777041,0.4057130158440541,0.004390375433650007,1.0,1.0,decomposition_quality|objective_mismatch|underweighted_critical_load,23.0
pglib_case30_adapted,qci_fit_patch,storm_forced_islanding,BUS5_MG-BUS7_MG,,,,,,,,,,,,,,,,,,,storm_forced_islanding_BUS2_MG-BUS5_MG-BUS7_MG,storm_forced_islanding_BUS5_MG-BUS7_MG__from__storm_forced_islanding_BUS2_MG-BUS5_MG-BUS7_MG.json,"[""BUS5_MG"", ""BUS7_MG""]",132.0,2.013248200057123e-05,138.83135572139187,Stress-only reserve heuristic baseline,122.3228157729514,1.1349587960686147,0.269727390028768,0.4476763943014885,0.17794900427272048,270.81692599999997,239.33693235324077,31.479993646759198,0.4290428211054439,0.4057130158440541,0.02332980526138978,1.0,1.0,decomposition_quality|objective_mismatch|underweighted_critical_load,24.0
pglib_case30_adapted,qci_fit_patch,storm_forced_islanding,BUS2_MG,,,,,,,,,,,,,,,,,,,storm_forced_islanding_BUS2_MG-BUS5_MG-BUS7_MG,storm_forced_islanding_BUS2_MG__from__storm_forced_islanding_BUS2_MG-BUS5_MG-BUS7_MG.json,"[""BUS2_MG""]",66.0,0.0001,31.239147860553025,Stress-only reserve heuristic baseline,122.3228157729514,0.2553828381332992,0.0,0.4476763943014885,0.4476763943014885,62.48376119999999,239.33693235324077,-176.8531711532408,0.1020105339571414,0.4057130158440541,-0.30370248188691273,1.0,1.0,decomposition_quality|objective_mismatch|underweighted_critical_load,25.0
pglib_case30_adapted,qci_fit_patch,storm_forced_islanding,BUS7_MG,,,,,,,,,,,,,,,,,,,storm_forced_islanding_BUS2_MG-BUS5_MG-BUS7_MG,storm_forced_islanding_BUS7_MG__from__storm_forced_islanding_BUS2_MG-BUS5_MG-BUS7_MG.json,"[""BUS7_MG""]",66.0,0.0001,32.78336866374411,Stress-only reserve heuristic baseline,122.3228157729514,0.2680069818258167,0.0,0.4476763943014885,0.4476763943014885,76.7248272,239.33693235324077,-162.61210515324078,0.1071815748489781,0.4057130158440541,-0.298531440995076,1.0,1.0,decomposition_quality|objective_mismatch|underweighted_critical_load,26.0
pglib_case30_adapted,qci_fit_patch,storm_forced_islanding,BUS5_MG,,,,,,,,,,,,,,,,,,,storm_forced_islanding_BUS2_MG-BUS5_MG-BUS7_MG,storm_forced_islanding_BUS5_MG__from__storm_forced_islanding_BUS2_MG-BUS5_MG-BUS7_MG.json,"[""BUS5_MG""]",66.0,2.013248200057123e-05,73.87922175,Stress-only reserve heuristic baseline,122.3228157729514,0.6039692700267003,0.0,0.4476763943014885,0.4476763943014885,294.118776,239.33693235324077,54.781843646759256,0.4428291381918307,0.4057130158440541,0.03711612234777656,1.0,1.0,decomposition_quality|objective_mismatch|underweighted_critical_load,27.0
pglib_case30_adapted,qci_fit_patch,demand_surge,BUS5_MG,,,,,,,,,,,,,,,,,,,demand_surge_BUS2_MG-BUS5_MG-BUS7_MG,demand_surge_BUS5_MG__from__demand_surge_BUS2_MG-BUS5_MG-BUS7_MG.json,"[""BUS5_MG""]",66.0,1.9637733918719023e-05,104.7821906653409,Piecewise-linear MILP baseline,145.9379206532708,0.7179915281531901,0.0139923862916245,1.0,0.9860076137083755,300.134912,0.0,300.134912,0.4366859123012657,0.0234257155085991,0.41326019679266657,1.0,1.0,decomposition_quality|objective_mismatch|underweighted_critical_load,28.0
pglib_case30_adapted,qci_fit_patch,normal,BUS1_MG,,,,,,,,,,,,,,,,,,,normal_BUS1_MG-BUS2_MG-BUS30_MG,normal_BUS1_MG__from__normal_BUS1_MG-BUS2_MG-BUS30_MG.json,"[""BUS1_MG""]",66.0,0.0001,58.28517300540032,Piecewise-linear MILP baseline,21.004142382465297,2.774937054990544,0.0,1.0,1.0,10.553359999999998,0.0,10.553359999999998,0.0222031768163401,0.0,0.0222031768163401,1.0,1.0,decomposition_quality|objective_mismatch|underweighted_critical_load,29.0
pglib_case30_adapted,qci_fit_patch,renewable_shortfall,BUS1_MG,,,,,,,,,,,,,,,,,,,renewable_shortfall_BUS1_MG-BUS2_MG-BUS30_MG,renewable_shortfall_BUS1_MG__from__renewable_shortfall_BUS1_MG-BUS2_MG-BUS30_MG.json,"[""BUS1_MG""]",66.0,0.0001,59.201366356567,Piecewise-linear MILP baseline,23.486425182465293,2.5206631446307157,0.0,1.0,1.0,10.7644272,0.0,10.7644272,0.0222031768163401,0.0,0.0222031768163401,1.0,1.0,decomposition_quality|objective_mismatch|underweighted_critical_load,30.0
pglib_case30_adapted,qci_fit_patch,local_generator_failure,BUS1_MG,,,,,,,,,,,,,,,,,,,local_generator_failure_BUS1_MG-BUS2_MG-BUS30_MG,local_generator_failure_BUS1_MG__from__local_generator_failure_BUS1_MG-BUS2_MG-BUS30_MG.json,"[""BUS1_MG""]",66.0,0.0001,58.963106935161434,Piecewise-linear MILP baseline,22.742597982465306,2.592628466660774,0.0,1.0,1.0,10.9754944,0.0,10.9754944,0.0222031768163401,0.0,0.0222031768163401,1.0,1.0,decomposition_quality|objective_mismatch|underweighted_critical_load,31.0
pglib_case30_adapted,qci_fit_patch,pcc_failure,BUS1_MG,,,,,,,,,,,,,,,,,,,pcc_failure_BUS1_MG-BUS2_MG-BUS30_MG,pcc_failure_BUS1_MG__from__pcc_failure_BUS1_MG-BUS2_MG-BUS30_MG.json,"[""BUS1_MG""]",66.0,0.0001,9.059944544134948,Piecewise-linear MILP baseline,23.291559596569464,0.3889797291835003,0.0,1.0,1.0,11.081028000000002,0.0,11.081028000000002,0.0222031768163401,0.0,0.0222031768163401,1.0,1.0,decomposition_quality|objective_mismatch|underweighted_critical_load,32.0
pglib_case30_adapted,qci_fit_patch,storm_forced_islanding,BUS1_MG,,,,,,,,,,,,,,,,,,,storm_forced_islanding_BUS1_MG-BUS2_MG-BUS30_MG,storm_forced_islanding_BUS1_MG__from__storm_forced_islanding_BUS1_MG-BUS2_MG-BUS30_MG.json,"[""BUS1_MG""]",66.0,0.0001,9.406666357526698,Stress-only reserve heuristic baseline,44.6444438029207,0.21070183781551113,0.0,1.0,1.0,12.452964799999998,0.0,12.452964799999998,0.0222031768163401,0.0,0.0222031768163401,1.0,1.0,decomposition_quality|objective_mismatch|underweighted_critical_load,33.0
pglib_case30_adapted,qci_fit_patch,demand_surge,BUS1_MG,,,,,,,,,,,,,,,,,,,demand_surge_BUS1_MG-BUS2_MG-BUS30_MG,demand_surge_BUS1_MG__from__demand_surge_BUS1_MG-BUS2_MG-BUS30_MG.json,"[""BUS1_MG""]",66.0,0.0001,59.41095480120727,Piecewise-linear MILP baseline,29.13783614485419,2.038962485266751,0.0,1.0,1.0,12.8879888,0.0,12.8879888,0.022203121426402,0.0,0.022203121426402,1.0,1.0,decomposition_quality|objective_mismatch|underweighted_critical_load,34.0
pglib_case30_adapted,qci_fit_patch,normal,BUS30_MG,,,,,,,,,,,,,,,,,,,normal_BUS1_MG-BUS2_MG-BUS30_MG,normal_BUS30_MG__from__normal_BUS1_MG-BUS2_MG-BUS30_MG.json,"[""BUS30_MG""]",66.0,0.0001,81.43831466534091,Piecewise-linear MILP baseline,21.004142382465297,3.877250172010229,0.0,1.0,1.0,25.86612,0.0,25.86612,0.0498300304122442,0.0,0.0498300304122442,1.0,1.0,decomposition_quality|objective_mismatch|underweighted_critical_load,35.0
pglib_case30_adapted,qci_fit_patch,renewable_shortfall,BUS30_MG,,,,,,,,,,,,,,,,,,,renewable_shortfall_BUS1_MG-BUS2_MG-BUS30_MG,renewable_shortfall_BUS30_MG__from__renewable_shortfall_BUS1_MG-BUS2_MG-BUS30_MG.json,"[""BUS30_MG""]",66.0,0.0001,82.0653200653409,Piecewise-linear MILP baseline,23.486425182465293,3.494159687043815,0.0,1.0,1.0,26.3834424,0.0,26.3834424,0.0498300304122442,0.0,0.0498300304122442,1.0,1.0,decomposition_quality|objective_mismatch|underweighted_critical_load,36.0
pglib_case30_adapted,qci_fit_patch,local_generator_failure,BUS30_MG,,,,,,,,,,,,,,,,,,,local_generator_failure_BUS1_MG-BUS2_MG-BUS30_MG,local_generator_failure_BUS30_MG__from__local_generator_failure_BUS1_MG-BUS2_MG-BUS30_MG.json,"[""BUS30_MG""]",66.0,0.0001,81.7827818653409,Piecewise-linear MILP baseline,22.742597982465306,3.5960175670517485,0.0,1.0,1.0,26.900764799999997,0.0,26.900764799999997,0.0498300304122442,0.0,0.0498300304122442,1.0,1.0,decomposition_quality|objective_mismatch|underweighted_critical_load,37.0
pglib_case30_adapted,qci_fit_patch,pcc_failure,BUS30_MG,,,,,,,,,,,,,,,,,,,pcc_failure_BUS1_MG-BUS2_MG-BUS30_MG,pcc_failure_BUS30_MG__from__pcc_failure_BUS1_MG-BUS2_MG-BUS30_MG.json,"[""BUS30_MG""]",66.0,0.0001,81.8474471653409,Piecewise-linear MILP baseline,23.291559596569464,3.5140389301108,0.0,1.0,1.0,27.159425999999996,0.0,27.159425999999996,0.0498300304122441,0.0,0.0498300304122441,1.0,1.0,decomposition_quality|objective_mismatch|underweighted_critical_load,38.0
pglib_case30_adapted,qci_fit_patch,storm_forced_islanding,BUS30_MG,,,,,,,,,,,,,,,,,,,storm_forced_islanding_BUS1_MG-BUS2_MG-BUS30_MG,storm_forced_islanding_BUS30_MG__from__storm_forced_islanding_BUS1_MG-BUS2_MG-BUS30_MG.json,"[""BUS30_MG""]",66.0,0.0001,21.370154565713136,Stress-only reserve heuristic baseline,44.6444438029207,0.4786744496146029,0.0,1.0,1.0,30.522021599999995,0.0,30.522021599999995,0.0498300304122442,0.0,0.0498300304122442,1.0,1.0,decomposition_quality|objective_mismatch|underweighted_critical_load,39.0
pglib_case30_adapted,qci_fit_patch,demand_surge,BUS30_MG,,,,,,,,,,,,,,,,,,,demand_surge_BUS1_MG-BUS2_MG-BUS30_MG,demand_surge_BUS30_MG__from__demand_surge_BUS1_MG-BUS2_MG-BUS30_MG.json,"[""BUS30_MG""]",66.0,0.0001,82.91177246534092,Piecewise-linear MILP baseline,29.13783614485419,2.84550204940264,0.0,1.0,1.0,31.5883392,0.0,31.5883392,0.0498300332350006,0.0,0.0498300332350006,1.0,1.0,decomposition_quality|objective_mismatch|underweighted_critical_load,40.0
pglib_case30_adapted,qci_fit_patch,normal,BUS12_MG,,,,,,,,,,,,,,,,,,,normal_BUS12_MG,normal_BUS12_MG__from__normal_BUS12_MG.json,"[""BUS12_MG""]",66.0,0.0001,104.05804466534086,Piecewise-linear MILP baseline,5.442361048284731,19.120018635686957,0.0,1.0,1.0,36.55008,0.0,36.55008,0.0526505981714278,0.0,0.0526505981714278,1.0,1.0,decomposition_quality|objective_mismatch|underweighted_critical_load,41.0
pglib_case30_adapted,qci_fit_patch,renewable_shortfall,BUS12_MG,,,,,,,,,,,,,,,,,,,renewable_shortfall_BUS12_MG,renewable_shortfall_BUS12_MG__from__renewable_shortfall_BUS12_MG.json,"[""BUS12_MG""]",66.0,0.0001,104.94695666534088,Piecewise-linear MILP baseline,6.3856042482847295,16.43492966128166,0.0,1.0,1.0,37.2810816,0.0,37.2810816,0.0526505981714278,0.0,0.0526505981714278,1.0,1.0,decomposition_quality|objective_mismatch|underweighted_critical_load,42.0
pglib_case30_adapted,qci_fit_patch,local_generator_failure,BUS12_MG,,,,,,,,,,,,,,,,,,,local_generator_failure_BUS12_MG,local_generator_failure_BUS12_MG__from__local_generator_failure_BUS12_MG.json,"[""BUS12_MG""]",66.0,0.0001,105.15093746534087,Piecewise-linear MILP baseline,6.03827624828473,17.414065395767658,0.0,1.0,1.0,38.01208320000001,0.0,38.01208320000001,0.0526505981714278,0.0,0.0526505981714278,1.0,1.0,decomposition_quality|objective_mismatch|underweighted_critical_load,43.0
pglib_case30_adapted,qci_fit_patch,pcc_failure,BUS12_MG,,,,,,,,,,,,,,,,,,,pcc_failure_BUS12_MG,pcc_failure_BUS12_MG__from__pcc_failure_BUS12_MG.json,"[""BUS12_MG""]",66.0,0.0001,104.63667266534088,Piecewise-linear MILP baseline,6.156817048284731,16.99525450321645,0.0,1.0,1.0,38.377584,0.0,38.377584,0.0526505981714278,0.0,0.0526505981714278,1.0,1.0,decomposition_quality|objective_mismatch|underweighted_critical_load,44.0
pglib_case30_adapted,qci_fit_patch,storm_forced_islanding,BUS12_MG,,,,,,,,,,,,,,,,,,,storm_forced_islanding_BUS12_MG,storm_forced_islanding_BUS12_MG__from__storm_forced_islanding_BUS12_MG.json,"[""BUS12_MG""]",66.0,0.0001,24.488139044893508,Stress-only reserve heuristic baseline,17.995425186689197,1.360798024544973,0.0,1.0,1.0,43.1290944,0.0,43.1290944,0.0526505981714278,0.0,0.0526505981714278,1.0,1.0,decomposition_quality|objective_mismatch|underweighted_critical_load,45.0
pglib_case30_adapted,qci_fit_patch,demand_surge,BUS12_MG,,,,,,,,,,,,,,,,,,,demand_surge_BUS12_MG,demand_surge_BUS12_MG__from__demand_surge_BUS12_MG.json,"[""BUS12_MG""]",66.0,0.0001,106.1403638653409,Piecewise-linear MILP baseline,8.12564984828473,13.06238465194835,0.0,1.0,1.0,44.63585280000001,0.0,44.63585280000001,0.0526506011539629,0.0,0.0526506011539629,1.0,1.0,decomposition_quality|objective_mismatch|underweighted_critical_load,46.0
pglib_case30_adapted,qci_fit_patch,normal,BUS2_MG,,,,,,,,,,,,,,,,,,,normal_BUS2_MG-BUS5_MG-BUS7_MG,normal_BUS2_MG__from__normal_BUS2_MG-BUS5_MG-BUS7_MG.json,"[""BUS2_MG""]",66.0,0.0001,288.72086754168595,Piecewise-linear MILP baseline,119.2129231448542,2.4218923580194796,0.0,1.0,1.0,52.95234,0.0,52.95234,0.1020105339571414,0.0,0.1020105339571414,1.0,1.0,decomposition_quality|objective_mismatch|underweighted_critical_load,47.0
pglib_case30_adapted,qci_fit_patch,normal,BUS2_MG,,,,,,,,,,,,,,,,,,,normal_BUS1_MG-BUS2_MG-BUS30_MG,normal_BUS2_MG__from__normal_BUS1_MG-BUS2_MG-BUS30_MG.json,"[""BUS2_MG""]",66.0,0.0001,283.4980122703761,Piecewise-linear MILP baseline,21.004142382465297,13.49724292990159,0.0,1.0,1.0,52.95234,0.0,52.95234,0.1020105339571414,0.0,0.1020105339571414,1.0,1.0,decomposition_quality|objective_mismatch|underweighted_critical_load,48.0
pglib_case30_adapted,qci_fit_patch,renewable_shortfall,BUS2_MG,,,,,,,,,,,,,,,,,,,renewable_shortfall_BUS2_MG-BUS5_MG-BUS7_MG,renewable_shortfall_BUS2_MG__from__renewable_shortfall_BUS2_MG-BUS5_MG-BUS7_MG.json,"[""BUS2_MG""]",66.0,0.0001,289.38759393455433,Piecewise-linear MILP baseline,129.11156954485418,2.241376159818267,0.0,1.0,1.0,54.0113868,0.0,54.0113868,0.1020105339571414,0.0,0.1020105339571414,1.0,1.0,decomposition_quality|objective_mismatch|underweighted_critical_load,49.0
pglib_case30_adapted,qci_fit_patch,renewable_shortfall,BUS2_MG,,,,,,,,,,,,,,,,,,,renewable_shortfall_BUS1_MG-BUS2_MG-BUS30_MG,renewable_shortfall_BUS2_MG__from__renewable_shortfall_BUS1_MG-BUS2_MG-BUS30_MG.json,"[""BUS2_MG""]",66.0,0.0001,293.9600520495982,Piecewise-linear MILP baseline,23.486425182465293,12.516168372403712,0.0,1.0,1.0,54.0113868,0.0,54.0113868,0.1020105339571414,0.0,0.1020105339571414,1.0,1.0,decomposition_quality|objective_mismatch|underweighted_critical_load,50.0
pglib_case30_adapted,qci_fit_patch,local_generator_failure,BUS2_MG,,,,,,,,,,,,,,,,,,,local_generator_failure_BUS2_MG-BUS5_MG-BUS7_MG,local_generator_failure_BUS2_MG__from__local_generator_failure_BUS2_MG-BUS5_MG-BUS7_MG.json,"[""BUS2_MG""]",66.0,0.0001,139.66195249196173,DifferentialEvolutionOptimizer,124.43637288546304,1.122356343675438,0.0,1.0,1.0,55.0704336,0.0,55.0704336,0.1020105339571414,0.0,0.1020105339571414,1.0,1.0,decomposition_quality|objective_mismatch|underweighted_critical_load,51.0
pglib_case30_adapted,qci_fit_patch,local_generator_failure,BUS2_MG,,,,,,,,,,,,,,,,,,,local_generator_failure_BUS1_MG-BUS2_MG-BUS30_MG,local_generator_failure_BUS2_MG__from__local_generator_failure_BUS1_MG-BUS2_MG-BUS30_MG.json,"[""BUS2_MG""]",66.0,0.0001,158.64498674984745,Piecewise-linear MILP baseline,22.742597982465306,6.975675640582654,0.0,1.0,1.0,55.0704336,0.0,55.0704336,0.1020105339571414,0.0,0.1020105339571414,1.0,1.0,decomposition_quality|objective_mismatch|underweighted_critical_load,52.0
pglib_case30_adapted,qci_fit_patch,pcc_failure,BUS2_MG,,,,,,,,,,,,,,,,,,,pcc_failure_BUS2_MG-BUS5_MG-BUS7_MG,pcc_failure_BUS2_MG__from__pcc_failure_BUS2_MG-BUS5_MG-BUS7_MG.json,"[""BUS2_MG""]",66.0,0.0001,295.95176459630676,Piecewise-linear MILP baseline,127.75338314485418,2.316586514665835,0.0,1.0,1.0,55.599957,0.0,55.599957,0.1020105339571414,0.0,0.1020105339571414,1.0,1.0,decomposition_quality|objective_mismatch|underweighted_critical_load,53.0
pglib_case30_adapted,qci_fit_patch,pcc_failure,BUS2_MG,,,,,,,,,,,,,,,,,,,pcc_failure_BUS1_MG-BUS2_MG-BUS30_MG,pcc_failure_BUS2_MG__from__pcc_failure_BUS1_MG-BUS2_MG-BUS30_MG.json,"[""BUS2_MG""]",66.0,0.0001,275.7996702852593,Piecewise-linear MILP baseline,23.291559596569464,11.841185178766686,0.0,1.0,1.0,55.599957,0.0,55.599957,0.1020105339571414,0.0,0.1020105339571414,1.0,1.0,decomposition_quality|objective_mismatch|underweighted_critical_load,54.0
pglib_case30_adapted,qci_fit_patch,storm_forced_islanding,BUS2_MG,,,,,,,,,,,,,,,,,,,storm_forced_islanding_BUS1_MG-BUS2_MG-BUS30_MG,storm_forced_islanding_BUS2_MG__from__storm_forced_islanding_BUS1_MG-BUS2_MG-BUS30_MG.json,"[""BUS2_MG""]",66.0,0.0001,31.239147860553025,Stress-only reserve heuristic baseline,44.6444438029207,0.6997320427701088,0.0,1.0,1.0,62.48376119999999,0.0,62.48376119999999,0.1020105339571414,0.0,0.1020105339571414,1.0,1.0,decomposition_quality|objective_mismatch|underweighted_critical_load,55.0
pglib_case30_adapted,qci_fit_patch,demand_surge,BUS2_MG,,,,,,,,,,,,,,,,,,,demand_surge_BUS2_MG-BUS5_MG-BUS7_MG,demand_surge_BUS2_MG__from__demand_surge_BUS2_MG-BUS5_MG-BUS7_MG.json,"[""BUS2_MG""]",66.0,0.0001,303.62671389197845,Piecewise-linear MILP baseline,145.9379206532708,2.0805196657101575,0.0,1.0,1.0,64.6666944,0.0,64.6666944,0.1020105397358032,0.0234257155085991,0.07858482422720409,1.0,1.0,decomposition_quality|objective_mismatch|underweighted_critical_load,56.0
pglib_case30_adapted,qci_fit_patch,demand_surge,BUS2_MG,,,,,,,,,,,,,,,,,,,demand_surge_BUS1_MG-BUS2_MG-BUS30_MG,demand_surge_BUS2_MG__from__demand_surge_BUS1_MG-BUS2_MG-BUS30_MG.json,"[""BUS2_MG""]",66.0,0.0001,301.84718475266607,Piecewise-linear MILP baseline,29.13783614485419,10.359286230181269,0.0,1.0,1.0,64.6666944,0.0,64.6666944,0.1020105397358032,0.0,0.1020105397358032,1.0,1.0,decomposition_quality|objective_mismatch|underweighted_critical_load,57.0
pglib_case30_adapted,qci_fit_patch,normal,BUS7_MG,,,,,,,,,,,,,,,,,,,normal_BUS2_MG-BUS5_MG-BUS7_MG,normal_BUS7_MG__from__normal_BUS2_MG-BUS5_MG-BUS7_MG.json,"[""BUS7_MG""]",66.0,0.0001,94.12198466534088,Piecewise-linear MILP baseline,119.2129231448542,0.7895283680861879,0.0,1.0,1.0,65.02104,0.0,65.02104,0.1071815748489781,0.0,0.1071815748489781,1.0,1.0,decomposition_quality|objective_mismatch|underweighted_critical_load,58.0
pglib_case30_adapted,qci_fit_patch,renewable_shortfall,BUS7_MG,,,,,,,,,,,,,,,,,,,renewable_shortfall_BUS2_MG-BUS5_MG-BUS7_MG,renewable_shortfall_BUS7_MG__from__renewable_shortfall_BUS2_MG-BUS5_MG-BUS7_MG.json,"[""BUS7_MG""]",66.0,0.0001,95.79301466534088,Piecewise-linear MILP baseline,129.11156954485418,0.7419398199791986,0.0,1.0,1.0,66.32146080000001,0.0,66.32146080000001,0.1071815748489781,0.0,0.1071815748489781,1.0,1.0,decomposition_quality|objective_mismatch|underweighted_critical_load,59.0
pglib_case30_adapted,qci_fit_patch,local_generator_failure,BUS7_MG,,,,,,,,,,,,,,,,,,,local_generator_failure_BUS2_MG-BUS5_MG-BUS7_MG,local_generator_failure_BUS7_MG__from__local_generator_failure_BUS2_MG-BUS5_MG-BUS7_MG.json,"[""BUS7_MG""]",66.0,0.0001,95.0042510653409,DifferentialEvolutionOptimizer,124.43637288546304,0.7634765371439038,0.0,1.0,1.0,67.6218816,0.0,67.6218816,0.1071815748489781,0.0,0.1071815748489781,1.0,1.0,decomposition_quality|objective_mismatch|underweighted_critical_load,60.0
pglib_case30_adapted,qci_fit_patch,pcc_failure,BUS7_MG,,,,,,,,,,,,,,,,,,,pcc_failure_BUS2_MG-BUS5_MG-BUS7_MG,pcc_failure_BUS7_MG__from__pcc_failure_BUS2_MG-BUS5_MG-BUS7_MG.json,"[""BUS7_MG""]",66.0,0.0001,95.1668036653409,Piecewise-linear MILP baseline,127.75338314485418,0.7449258980283541,0.0,1.0,1.0,68.272092,0.0,68.272092,0.107181574848978,0.0,0.107181574848978,1.0,1.0,decomposition_quality|objective_mismatch|underweighted_critical_load,61.0
pglib_case30_adapted,qci_fit_patch,demand_surge,BUS7_MG,,,,,,,,,,,,,,,,,,,demand_surge_BUS2_MG-BUS5_MG-BUS7_MG,demand_surge_BUS7_MG__from__demand_surge_BUS2_MG-BUS5_MG-BUS7_MG.json,"[""BUS7_MG""]",66.0,0.0001,97.83407426534087,Piecewise-linear MILP baseline,145.9379206532708,0.6703814459422216,0.0,1.0,1.0,79.4052864,0.0,79.4052864,0.1071815809205674,0.0234257155085991,0.0837558654119683,1.0,1.0,decomposition_quality|objective_mismatch|underweighted_critical_load,62.0
pglib_case30_adapted,qci_fit_patch,normal,BUS5_MG,,,,,,,,,,,,,,,,,,,normal_BUS2_MG-BUS5_MG-BUS7_MG,normal_BUS5_MG__from__normal_BUS2_MG-BUS5_MG-BUS7_MG.json,"[""BUS5_MG""]",66.0,3.355889960680152e-05,90.61565966534091,Piecewise-linear MILP baseline,119.2129231448542,0.7601160786505915,0.0,1.0,1.0,249.25320000000005,0.0,249.25320000000005,0.4397252344876768,0.0,0.4397252344876768,1.0,1.0,decomposition_quality|objective_mismatch|underweighted_critical_load,63.0
pglib_case30_adapted,qci_fit_patch,renewable_shortfall,BUS5_MG,,,,,,,,,,,,,,,,,,,renewable_shortfall_BUS2_MG-BUS5_MG-BUS7_MG,renewable_shortfall_BUS5_MG__from__renewable_shortfall_BUS2_MG-BUS5_MG-BUS7_MG.json,"[""BUS5_MG""]",66.0,2.6464831919989487e-05,96.60688046534092,Piecewise-linear MILP baseline,129.11156954485418,0.7482434053423778,0.0,1.0,1.0,254.238264,0.0,254.238264,0.4428291381918307,0.0,0.4428291381918307,1.0,1.0,decomposition_quality|objective_mismatch|underweighted_critical_load,64.0
pglib_case30_adapted,qci_fit_patch,local_generator_failure,BUS5_MG,,,,,,,,,,,,,,,,,,,local_generator_failure_BUS2_MG-BUS5_MG-BUS7_MG,local_generator_failure_BUS5_MG__from__local_generator_failure_BUS2_MG-BUS5_MG-BUS7_MG.json,"[""BUS5_MG""]",66.0,2.9723606789479113e-05,92.69464766534092,DifferentialEvolutionOptimizer,124.43637288546304,0.7449160202592962,0.0,1.0,1.0,259.22332800000004,0.0,259.22332800000004,0.4428291381918307,0.0,0.4428291381918307,1.0,1.0,decomposition_quality|objective_mismatch|underweighted_critical_load,65.0
pglib_case30_adapted,qci_fit_patch,pcc_failure,BUS5_MG,,,,,,,,,,,,,,,,,,,pcc_failure_BUS2_MG-BUS5_MG-BUS7_MG,pcc_failure_BUS5_MG__from__pcc_failure_BUS2_MG-BUS5_MG-BUS7_MG.json,"[""BUS5_MG""]",66.0,2.9074962263982024e-05,94.8157706653409,Piecewise-linear MILP baseline,127.75338314485418,0.7421781586624073,0.0,1.0,1.0,261.71586,0.0,261.71586,0.4428291381918305,0.0,0.4428291381918305,1.0,1.0,decomposition_quality|objective_mismatch|underweighted_critical_load,66.0
