score_mode,dataset,method_name,challenge_score,challenge_rank,best_method_by_challenge_score,qci_minus_best_challenge_score,qci_outcome_by_challenge_score,critical_energy_not_served_kwh,total_hours_critical_infrastructure_unserved,max_fraction_customers_unserved_per_hour,total_energy_not_served,critical_load_served_fraction,feasibility_after_repair,risk_adjusted_cost,expected_operating_cost,runtime,weighted_challenge_score,weighted_challenge_rank,lexicographic_challenge_score,lexicographic_challenge_rank,best_cost_by_method,median_cost_by_method,total_upgrade_cost,energy_not_served_kwh,wall_clock_runtime_seconds,median_runtime_seconds,time_to_good_solution,repeat_count,samples_per_payload_median,payload_count,scenario_count,scenario_probability_mass,aggregation,normalized_critical_energy_not_served_kwh,normalized_total_hours_critical_infrastructure_unserved,normalized_max_fraction_customers_unserved_per_hour,normalized_total_energy_not_served,normalized_risk_adjusted_cost,normalized_runtime,infeasibility_penalty
weighted,pglib_case14_adapted,SLSQPDispatchOptimizer,129.10476257536598,3,Piecewise-linear MILP baseline,1304.5291565650548,qci_loss,8.91698468324392,0.6923076923076923,0.5023641261340611,29.608500432814267,0.9841170445844025,1.0,202.0665102476179,156.39672204856723,0.142904728942085,129.10476257536598,3.0,,,49.339437140841504,115.94161131378743,0.0,29.608500432814267,356.28564753581304,0.3616755627444945,0.142904728942085,50,50.0,12,6,0.8125,median_per_payload_then_probability_weighted_scenario_mean,0.00015880145830146324,0.08,0.0781691187727341,0.0030645200919910435,0.9550186230533639,0.004763490964736166,0.0
weighted,pglib_case14_adapted,IPOPT/Pyomo nonlinear baseline,129.10523344966737,4,Piecewise-linear MILP baseline,1304.5291565650548,qci_loss,8.91698468324392,0.6923076923076923,0.5023641261340611,29.608500432814267,0.9841170445844025,1.0,202.0665102476179,156.39672204856723,0.1570309579838067,129.10523344966737,4.0,,,49.339437140841504,115.94161131378743,0.0,29.608500432814267,360.85396441735793,0.35199544799979776,0.1570309579838067,50,50.0,12,6,0.8125,median_per_payload_then_probability_weighted_scenario_mean,0.00015880145830146324,0.08,0.0781691187727341,0.0030645200919910435,0.9550186230533639,0.00523436526612689,0.0
weighted,pglib_case14_adapted,QUBO/quadratized local search baseline,189.35092526876738,5,Piecewise-linear MILP baseline,1304.5291565650548,qci_loss,10.013979585381055,0.23076923076923078,0.5223123427973868,30.754930075890318,0.982162702138373,1.0,205.75697097482112,159.63525974338376,4.128124249516986,189.35092526876738,5.0,,,64.51588949249289,109.14662758310189,0.0,30.754930075890318,4851.359765120782,4.862698187265778,4.128124249516986,50,50.0,12,6,0.8125,median_per_payload_then_probability_weighted_scenario_mean,0.009338241998180629,0.0,0.3383987198533175,0.00675719202277464,1.0,0.1376041416505662,0.0
weighted,pglib_case14_adapted,CMPO-local polynomial search,286.2963393026852,6,Piecewise-linear MILP baseline,1304.5291565650548,qci_loss,11.417844469335453,0.23076923076923078,0.5353801074384922,31.509372487909822,0.9796620822919806,1.0,204.28450176135152,158.39225149887858,1.0813303124741651,286.2963393026852,6.0,,,63.44669054077762,105.97250130796543,0.0,31.509372487909822,1265.0743493272457,1.2920417914865538,1.0813303124741651,50,50.0,12,6,0.8125,median_per_payload_then_probability_weighted_scenario_mean,0.021085511017551878,0.0,0.5088710601613993,0.009187265542840002,0.9820527306400609,0.036044343749138834,0.0
weighted,pglib_case14_adapted,GPU-parallel random restart baseline,547.4079507706343,7,Piecewise-linear MILP baseline,1304.5291565650548,qci_loss,13.205951832726305,0.23076923076923078,0.5730281938239301,33.682912789607954,0.97647703449181,1.0,203.63167436162328,157.73942409915034,0.0035713749821297503,547.4079507706343,7.0,,,63.44669054077762,97.48574511149849,0.0,33.682912789607954,8.13035554706582,0.0038143229903652752,0.0035713749821297503,50,50.0,12,6,0.8125,median_per_payload_then_probability_weighted_scenario_mean,0.03604804656734292,0.0,1.0,0.016188280660498794,0.9740957091408721,0.00011904583273765834,0.0
weighted,pglib_case14_adapted,Stress-only reserve heuristic baseline,576.0367478275342,8,Piecewise-linear MILP baseline,1304.5291565650548,qci_loss,8.898007013586184,0.23076923076923078,0.5728464227274819,255.14599849820164,0.9841505167727838,1.0,158.74446850520835,124.03586349884218,9.15419077500701e-05,576.0367478275342,8.0,,,39.88374398939284,103.40343391149307,0.0,255.14599849820164,0.093169225146981,9.754154598339586e-05,9.15419077500701e-05,50,50.0,12,6,0.8125,median_per_payload_then_probability_weighted_scenario_mean,0.0,0.0,0.9976287494408627,0.7295251393503923,0.42698561206667673,3.0513969250023364e-06,0.0
weighted,pglib_case14_adapted,CMPO-V2 + QCi Dirac-3,1304.5303110629725,9,Piecewise-linear MILP baseline,1304.5291565650548,qci_loss,64.22387951769231,3.646153846153846,0.5277191729073109,140.95466256115384,0.4046387934747357,1.0,189.10288802458555,148.31181489981793,29.0,1304.5303110629725,9.0,,,0.4693590000000001,138.02885473267045,0.0,140.95466256115384,344670.0,31.0,29.0,30,30.0,60,6,0.8125,median_per_payload_then_probability_weighted_scenario_mean,0.4629561686922865,0.592,0.4089322049443827,0.3617126499402208,0.7970108237805825,0.9666666666666667,0.0
weighted,pglib_case14_adapted,CMPO + QCi Dirac-3,1539.3830820329358,10,Piecewise-linear MILP baseline,1304.5291565650548,qci_loss,75.94319873076923,4.384615384615385,0.5277191729073109,179.79968548153846,0.36786112545921634,1.0,158.27389059163713,124.75079015439157,30.0,1539.3830820329358,10.0,,,0.4693590000000001,129.96239716751808,0.0,179.79968548153846,346410.0,32.0,30.0,30,30.0,60,6,0.8125,median_per_payload_then_probability_weighted_scenario_mean,0.5610211584882508,0.7200000000000001,0.4089322049443827,0.4868332159122176,0.4212499481271908,1.0,0.0
weighted,pglib_case14_adapted,DifferentialEvolutionOptimizer,2570.0058721030678,11,Piecewise-linear MILP baseline,1304.5291565650548,qci_loss,128.4036454423499,6.0,0.5670611233324243,339.11782263200007,0.5806310808791568,1.0,196.91668418503667,153.72296877025542,0.13072258344618598,2570.0058721030678,11.0,,,60.48481095161065,127.05112209583334,0.0,339.11782263200007,155.4676233239006,0.15766328125027934,0.13072258344618598,50,50.0,12,6,0.8125,median_per_payload_then_probability_weighted_scenario_mean,1.0,1.0,0.9221580354859953,1.0,0.8922496940621782,0.004357419448206199,0.0
weighted,pglib_case30_adapted,Piecewise-linear MILP baseline,0.0008019659823561067,1,Piecewise-linear MILP baseline,1441.027220546107,qci_loss,6.136844419313867,0.15384615384615385,0.4057130158440541,17.189282960505707,0.9858378562641407,1.0,71.95151661853514,53.60809385265466,0.02405897947028275,0.0008019659823561067,1.0,,,5.442361048284731,23.388992389517377,0.0,17.189282960505707,47.56439152511298,0.046673094038851524,0.02405897947028275,50,50.0,18,6,0.8125,median_per_payload_then_probability_weighted_scenario_mean,1.334822514931193e-17,0.0,0.0,0.0,0.0,0.0008019659823427584,0.0
weighted,pglib_case30_adapted,GreedyCriticalLoadFirst,5.120614969381418,2,Piecewise-linear MILP baseline,1441.027220546107,qci_loss,6.136844419313866,0.15384615384615385,0.4057130158440541,18.70749836803182,0.9858378562641407,1.0,146.30754792916932,112.99436884056462,0.0,5.120614969381418,2.0,,,27.182162498668063,101.06507105425246,0.0,18.70749836803182,0.0,0.0,0.0,50,50.0,18,6,0.8125,median_per_payload_then_probability_weighted_scenario_mean,0.0,0.0,0.0,0.008703443163283107,0.42502706530531076,0.0,0.0
weighted,pglib_case30_adapted,IPOPT/Pyomo nonlinear baseline,57.63573435096468,3,Piecewise-linear MILP baseline,1441.027220546107,qci_loss,6.137194710267523,0.46153846153846156,0.4057193635334929,18.707844763217206,0.9858370578209681,1.0,143.6829551110457,111.04097664271254,0.014196083473507301,57.63573435096468,3.0,,,25.638218074296045,99.8765595598648,0.0,18.707844763217206,341.84434850141406,0.29653691698331386,0.014196083473507301,50,50.0,18,6,0.8125,median_per_payload_then_probability_weighted_scenario_mean,5.264440582509053e-06,0.052631578947368425,5.525751891391248e-05,0.00870542893604835,0.4100246107169505,0.00047320278245024336,0.0
weighted,pglib_case30_adapted,SLSQPDispatchOptimizer,57.63573568430041,4,Piecewise-linear MILP baseline,1441.027220546107,qci_loss,6.137194710267523,0.46153846153846156,0.4057193635334929,18.707844763217206,0.9858370578209681,1.0,143.6829551110457,111.04097664271254,0.01423608354525635,57.63573568430041,4.0,,,25.638218074296045,99.8765595598648,0.0,18.707844763217206,362.5641096382169,0.3328882704663556,0.01423608354525635,50,50.0,18,6,0.8125,median_per_payload_then_probability_weighted_scenario_mean,5.264440582509053e-06,0.052631578947368425,5.525751891391248e-05,0.00870542893604835,0.4100246107169505,0.0004745361181752117,0.0
weighted,pglib_case30_adapted,QUBO/quadratized local search baseline,199.773097734603,5,Piecewise-linear MILP baseline,1441.027220546107,qci_loss,6.543800297946345,0.15384615384615385,0.4486576976454226,21.604856766322413,0.9848987143772765,1.0,145.07726397770404,112.07011784409933,0.7826261454611085,199.773097734603,5.0,,,27.182162498668063,101.06507105425246,0.0,21.604856766322413,5278.8187635866925,7.354388020990882,0.7826261454611085,50,50.0,18,6,0.8125,median_per_payload_then_probability_weighted_scenario_mean,0.0061160444493308375,0.0,0.37383942452911273,0.02531307182215272,0.4179946300318493,0.026087538182036952,0.0
weighted,pglib_case30_adapted,CMPO-local polynomial search,345.22754273063305,6,Piecewise-linear MILP baseline,1441.027220546107,qci_loss,7.370133864333726,0.15384615384615385,0.47924078874010145,21.49016289091766,0.9829917644953287,1.0,145.19328789302187,111.88010880441719,0.1754368124529719,345.22754273063305,6.0,,,27.182162498668063,101.06507105425246,0.0,21.49016289091766,1357.8026645977516,1.8165174899913836,0.1754368124529719,50,50.0,18,6,0.8125,median_per_payload_then_probability_weighted_scenario_mean,0.018534817803784482,0.0,0.6400694836558246,0.02465556853189924,0.41865783519978994,0.005847893748432397,0.0
weighted,pglib_case30_adapted,GPU-parallel random restart baseline,478.3732322178948,7,Piecewise-linear MILP baseline,1441.027220546107,qci_loss,7.7774672334957975,0.15384615384615385,0.5082863761672836,22.589395500536707,0.9820517514644735,1.0,144.7850738204957,111.471894731891,0.0018238330376334,478.3732322178948,7.0,,,27.182162498668063,97.35582479017535,0.0,22.589395500536707,19.540622366242996,0.00447831273777405,0.0018238330376334,50,50.0,18,6,0.8125,median_per_payload_then_probability_weighted_scenario_mean,0.024656535469744962,0.0,0.8929153596390474,0.030957117372479154,0.41632443969435623,6.079443458778e-05,0.0
weighted,pglib_case30_adapted,Stress-only reserve heuristic baseline,563.7569253318856,8,Piecewise-linear MILP baseline,1441.027220546107,qci_loss,6.136844419313866,0.15384615384615385,0.5205876892562057,123.38880917828826,0.9858378562641407,1.0,122.26781111909895,93.16405101285132,4.339596489444375e-05,563.7569253318856,8.0,,,17.995425186689197,81.9600536077999,0.0,123.38880917828826,0.10070733062454486,0.0001057395129464,4.339596489444375e-05,50,50.0,18,6,0.8125,median_per_payload_then_probability_weighted_scenario_mean,0.0,0.0,1.0,0.60880790421577,0.2876133463776442,1.446532163148125e-06,0.0
weighted,pglib_case30_adapted,CMPO-V2 + QCi Dirac-3,1441.0280225120894,9,Piecewise-linear MILP baseline,1441.027220546107,qci_loss,47.89450372762238,3.587412587412588,0.4428291632770814,110.67220729335665,0.42924540124384747,1.0,246.89574342259013,193.46669882125812,30.0,1441.0280225120894,9.0,,,0.3495277499999999,108.2090942653409,0.0,110.67220729335665,351510.0,31.0,30.0,30,30.0,66,6,0.8125,median_per_payload_then_probability_weighted_scenario_mean,0.6275660675742991,0.5873205741626796,0.32310122266777286,0.535907694412243,1.0,1.0,0.0
weighted,pglib_case30_adapted,CMPO + QCi Dirac-3,2083.172434856791,10,Piecewise-linear MILP baseline,1441.027220546107,qci_loss,72.67590933356644,4.9930069930069925,0.4428291632770814,166.7570502867133,0.286620521548006,1.0,202.48694298005927,158.38516978288482,20.0,2083.172434856791,10.0,,,0.3495277499999999,96.20819855818688,0.0,166.7570502867133,156620.0,22.0,20.0,20,20.0,66,6,0.8125,median_per_payload_then_probability_weighted_scenario_mean,1.0,0.8277511961722487,0.32310122266777286,0.857424154391879,0.7461545244801325,0.6666666666666666,0.0
weighted,pglib_case30_adapted,DifferentialEvolutionOptimizer,2438.4612259081437,11,Piecewise-linear MILP baseline,1441.027220546107,qci_loss,67.2514305643632,6.0,0.5010604538223006,191.62776426534754,0.6573844691175061,1.0,159.02652307821577,123.60200716028406,0.0238047079765237,2438.4612259081437,11.0,,,27.604275561066185,123.71378667084137,0.0,191.62776426534754,163.5870214673923,0.20690778153948483,0.0238047079765237,50,50.0,18,6,0.8125,median_per_payload_then_probability_weighted_scenario_mean,0.9184767808776145,1.0,0.8300127011996407,1.0,0.4977300940442485,0.0007934902658841233,0.0
weighted,pglib_case5_pjm_adapted,Piecewise-linear MILP baseline,6.220750943865884e-05,1,Piecewise-linear MILP baseline,34.89190933788158,qci_loss,0.0,0.0,0.0039040558362543,3.1432334064920013,1.0,1.0,742.5619886205936,563.3858449925149,0.0267492290586233,6.220750943865884e-05,1.0,,,383.2663132038759,582.1347282927577,0.0,3.1432334064920013,12.322645654669014,0.028794041805667775,0.0267492290586233,50,50.0,8,4,0.6875,median_per_payload_then_probability_weighted_scenario_mean,0.0,0.0,0.0,0.0,0.0,6.220750943865884e-05,0.0
weighted,pglib_case5_pjm_adapted,GreedyCriticalLoadFirst,34.86059052970965,2,Piecewise-linear MILP baseline,34.89190933788158,qci_loss,0.0,0.0,0.0149649065522917,12.048545454545444,1.0,1.0,1782.1771450991573,1369.6181411331363,0.0,34.86059052970965,2.0,,,491.0739194363283,1328.515179174468,0.0,12.048545454545444,0.0,0.0,0.0,50,50.0,8,4,0.6875,median_per_payload_then_probability_weighted_scenario_mean,0.0,0.0,0.04853235183464082,0.0059441461238923495,1.0,0.0,0.0
weighted,pglib_case5_pjm_adapted,GPU-parallel random restart baseline,34.86059554458296,3,Piecewise-linear MILP baseline,34.89190933788158,qci_loss,0.0,0.0,0.0149649065522917,12.048545454545444,1.0,1.0,1782.1771450991573,1369.6181411331363,0.0021563955233432,34.86059554458296,3.0,,,491.0739194363283,1328.515179174468,0.0,12.048545454545444,8.044998761964942,0.00230950006516645,0.0021563955233432,50,50.0,8,4,0.6875,median_per_payload_then_probability_weighted_scenario_mean,0.0,0.0,0.04853235183464082,0.0059441461238923495,1.0,5.014873310100466e-06,0.0
weighted,pglib_case5_pjm_adapted,CMPO-local polynomial search,34.86176793169694,4,Piecewise-linear MILP baseline,34.89190933788158,qci_loss,0.0,0.0,0.0149649065522917,12.048545454545444,1.0,1.0,1782.1771450991573,1369.6181411331363,0.50628285453422,34.86176793169694,4.0,,,491.0739194363283,1328.515179174468,0.0,12.048545454545444,226.40706524834968,0.5731141040159855,0.50628285453422,50,50.0,8,4,0.6875,median_per_payload_then_probability_weighted_scenario_mean,0.0,0.0,0.04853235183464082,0.0059441461238923495,1.0,0.0011774019872888837,0.0
weighted,pglib_case5_pjm_adapted,CMPO-V2 + QCi Dirac-3,34.891971545391016,5,Piecewise-linear MILP baseline,34.89190933788158,qci_loss,0.0,0.0,0.0155716766383479,12.537068195454527,1.0,1.0,1539.6965123332343,1205.9280751134047,430.0,34.891971545391016,5.0,,,557.2948287750476,1209.270441150892,0.0,12.537068195454527,103890.0,433.0,430.0,30,30.0,8,4,0.6875,median_per_payload_then_probability_weighted_scenario_mean,0.0,0.0,0.05119471299068802,0.006270226843033766,0.7667592365743632,1.0,0.0
weighted,pglib_case5_pjm_adapted,QUBO/quadratized local search baseline,51.02804657195275,6,Piecewise-linear MILP baseline,34.89190933788158,qci_loss,0.0,0.0,0.022166390981052,17.84660454545454,1.0,1.0,1779.6984748377936,1368.5744904967726,2.1917063335422426,51.02804657195275,6.0,,,491.0739194363283,1322.7751006744675,0.0,17.84660454545454,917.5749862109078,2.3680313752556685,2.1917063335422426,50,50.0,8,4,0.6875,median_per_payload_then_probability_weighted_scenario_mean,0.0,0.0,0.08013073291770945,0.009814253121306267,0.9976157809494047,0.0050969914733540525,0.0
weighted,pglib_case5_pjm_adapted,IPOPT/Pyomo nonlinear baseline,213.9819809621275,7,Piecewise-linear MILP baseline,34.89190933788158,qci_loss,0.0011901806647611273,1.0909090909090908,0.013775625551556,11.091048685374174,0.9999990156861029,1.0,1779.4166791495834,1368.1119182835755,0.052074083010666045,213.9819809621275,7.0,,,491.07437060820337,1330.0232006409742,0.0,11.091048685374174,58.60899748955852,0.13214001047890628,0.052074083010666045,50,50.0,8,4,0.6875,median_per_payload_then_probability_weighted_scenario_mean,2.6910315680533016e-06,0.18181818181818182,0.04331407293008323,0.005305033122753561,0.9973447232542046,0.00012110251862945592,0.0
weighted,pglib_case5_pjm_adapted,SLSQPDispatchOptimizer,213.98199142361008,8,Piecewise-linear MILP baseline,34.89190933788158,qci_loss,0.0011901806647611273,1.0909090909090908,0.013775625551556,11.091048685374174,0.9999990156861029,1.0,1779.4166791495834,1368.1119182835755,0.056572520523332046,213.98199142361008,8.0,,,491.07437060820337,1330.0232006409742,0.0,11.091048685374174,58.08441129268611,0.13292271897080352,0.056572520523332046,50,50.0,8,4,0.6875,median_per_payload_then_probability_weighted_scenario_mean,2.6910315680533016e-06,0.18181818181818182,0.04331407293008323,0.005305033122753561,0.9973447232542046,0.00013156400121705126,0.0
weighted,pglib_case5_pjm_adapted,Stress-only reserve heuristic baseline,513.9841838168552,9,Piecewise-linear MILP baseline,34.89190933788158,qci_loss,0.0,0.0,0.2009459459459459,1111.6403727272727,1.0,1.0,1543.8618687267185,1185.3761973515093,5.643750773742795e-05,513.9841838168552,9.0,,,199.81718123124497,1156.1982248112208,0.0,1111.6403727272727,0.02435558172874138,6.003124872222543e-05,5.643750773742795e-05,50,50.0,8,4,0.6875,median_per_payload_then_probability_weighted_scenario_mean,0.0,0.0,0.8645724078981278,0.7399032104079543,0.7707658695745913,1.312500179940185e-07,0.0
weighted,pglib_case5_pjm_adapted,CMPO + QCi Dirac-3,1293.061369749974,10,Piecewise-linear MILP baseline,34.89190933788158,qci_loss,169.56034356363637,2.9999999999999996,0.1652169197383737,738.7992300641623,0.8409148781757985,1.0,1432.9720684973715,1130.7410896313258,15.0,1293.061369749974,10.0,,,378.541192654823,1089.086743973442,0.0,738.7992300641623,6000.0,15.0,15.0,50,50.0,8,4,0.6875,median_per_payload_then_probability_weighted_scenario_mean,0.3833806502908431,0.5,0.7078020368722531,0.49103801387922036,0.6641015914152015,0.03488372093023256,0.0
weighted,pglib_case5_pjm_adapted,DifferentialEvolutionOptimizer,2602.493742614214,11,Piecewise-linear MILP baseline,34.89190933788158,qci_loss,442.2767383669552,5.999999999999999,0.23181080871161203,1501.3082957118684,0.700111791588742,1.0,1001.7996256235308,774.7080669137059,0.0646264794631861,2602.493742614214,11.0,,,249.655085320136,753.1881007723092,0.0,1501.3082957118684,28.441908166976628,0.06986394798150283,0.0646264794631861,50,50.0,8,4,0.6875,median_per_payload_then_probability_weighted_scenario_mean,1.0,1.0,1.0,1.0,0.24935923200758234,0.0001502941382864793,0.0
